text,predicted_label
holdernya kuat 0bagian bracketnya longgar sesuai deskripsi tks,Negative
cocok xperia terimakasih,Positive
mantap batang,Positive
leher kokoh hubung sarung gampang lepas dikirain kokoh ngeri jatuh krn longgar leher sarung,Negative
kirim cepat packing rapi top,Positive
terima kasih seller tokopedia,Positive
package received let the stars speak,Positive
top,Positive
sayang duduk kokoh mantap gambar,Negative
mantabh,Negative
sesuai gambar bagus,Positive
produk bagus pasang,Positive
kirim oke gosendnya cepat sampe,Negative
kirim terima tinggal pasang thanks,Positive
cepat kirim recomended seller,Positive
breketnya nempel paksa pakai lem respon saller kirim cpt barang bagus,Negative
barang bgs sesuai foto,Positive
susah masangnya opini gatau giut hmm,Negative
mantap barang sesuai thanks,Positive
mantab sesuai gambar,Positive
barang sesuai drskripsi cocok blm nyoba hujan mantaaappp,Positive
barang sesuai gambar fast respon,Positive
barang utuh bagus hujan copet recommended,Positive
barang nyampe sesuai reguest,Positive
sesuai gambar situs jual beli,Negative
bagus psang spion motor vixion,Negative
terimakasih paket terima,Positive
barang sesuai website,Negative
mantap ane cek sesuai deskripsi gambar sukses trus,Positive
mantap pasang motor fungsi,Positive
barang kekar kuat,Positive
kirain rusak krn lock skrg pasang makasih responnya cepet kirim cepet puas bgt deh belanja,Positive
barang sdh sampe transaksi cepat makas,Positive
sesuai gambar barang,Positive
barang sesuai cacat mantep jiwa deh pokok,Positive
mantap djiwaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Positive
terima kasih thank matur suwon,Positive
mantap terimakasih darat mulus,Negative
sngat puas cepat percaya,Negative
paket barang sesuai pic banget terimakasih seller,Positive
sesuai mantap pokoknyaaaaa,Positive
barang bagus ngunci keras kunci mudah lepas mantap,Positive
mantaaaaaaap cocok mudik,Positive
barang oke sesuai,Positive
dicoba2 kirain produk gagal nyantol cantol posisi cantolinnya heheh good job good produk redomended,Negative
bos barang sdh,Positive
good job paket terima,Positive
produk bagus kirim cepat thanks,Positive
alhamdulillah barang kondisi barang bagus coba subuh pagi brkt kokoh bagus pasang terima kasih,Positive
barang bos sesuai pesan coba trnyata gede pass banget order liat etalase,Negative
lumayannnnnnnnnnnnnnnnnnnnnn thx,Negative
barang nyampe selamat barang tebel hujan2an makasih,Positive
holdernya terimakasih,Negative
bagus barang sesuai gambar,Positive
mantab bro rekomended ojol,Positive
barang sesuai pesan cepat terima kasih,Positive
paket terima utuh sesuai deskripsi courier agk lambat 4hari nyampe recommended seller makasih celline accesories makasih tokopedia,Negative
thank barang nyampe sesuai gambar paket rapi,Positive
lancarrr tunggu order thanks,Positive
barang sesuai foto,Positive
jual cepat kirim cepat thx,Positive
terima kasih barang,Positive
respon cepat kirim terima item terima sesuai deskripsi thx lot,Positive
terima terima kasih,Positive
barang sesuai pesan fast respon jam barang thx,Positive
braket spion dilobangi ulang ukur thanks,Negative
barang cepat kirim kualitas thanks,Positive
brg sampe sampe jam order barang manteb bgt nie kayak tgl coba pasang motor,Positive
mantap barang sesuai gede banget ukuranya,Positive
mantaaaaaaaaaaaaaaaaaaap gannnnnnnnnnnnnnnnnnnnn,Positive
paket selamat,Positive
barang packing mantep bngt barang oke bngt hehehe sdikit msalah kurir good bngt,Positive
paket bagus packingnya kait case dgn gagang kendor trus,Negative
barang packing jual tanggung,Positive
jos note,Positive
bagus sesuai spesifik jual,Positive
respon cepat kirim cepat barang dipacking rapi terima kasih,Positive
nii bisaa pasang spion motor matic kak lubang gede spion,Negative
barang oke respon cepat thanks,Positive
sukses kirim cepat janji,Negative
barang packing rapi thanks,Positive
pasang holder susah lengkap pasang,Negative
barang terima thanks,Positive
brng thx maaf kesalahaan paham,Positive
barang terimakasih,Positive
oke mantap barang terima,Positive
barang sudh ditetima sesuai gambar terima kasih,Negative
cepat rapi terima kasih,Positive
barang cepat kirim kualitas sayang kunci wallet holder kuat biar kenceng,Positive
barang kirim cepat,Positive
good deh pokok,Positive
muat pasang spion honda beat pop gampang copot copet,Negative
bagus lubang spion hrs bor biar trs simpan cepat panas lubang udara resiko air,Positive
nyesel beli barang toko baut tambahin hehehe,Positive
barang terima fast respon terima kasih bos,Positive
sesuai pic barang lengan kokoh bgt stabil gamudah goyang packing dri seller rapi sampenya cepet rekomended seller pokok,Positive
barang nyampe lumayan memuasin,Negative
gabus ganjal,Negative
barang sdh moga awet tks,Negative
barang sangka tyt gede postur hehee btw thx,Negative
thanks barang sesuai cepat tanggap,Positive
barang sdah mndarat dng selamat sesuai trima kasih,Positive
makasih barang terimah,Negative
sesuai pesan kirim terima kasih,Positive
terima kait kantong hape holder mudah copot goncangan,Positive
mantep kualitas barang cepat,Positive
barang terima sesuai pesan trims,Positive
barang dng selamat lubang masang tpi bsa akalin,Negative
barang recommended seller,Positive
terima kasih barang smpai dngan cepat,Positive
paket sdh kemas dng terima kasiihh,Negative
barang nyampe kondisi mantab mksi,Positive
terimakasih layan fast respon muas,Positive
barang bagus respon cepat puas,Positive
terima kasih tokopedia seller pesan sesuai dgn posting sukses,Positive
barang terima terima kasih respon cepat,Positive
tahnk youuuuuuuuuuuuuuuuuuuuuuuuuuu,Negative
oke makasih barang sdh terima,Positive
mantaaaaaaaaaaaaaaaaaap,Positive
oke jual respon cepat sulit beli,Negative
barang sesuai deskripsi kirim super cepat siang kirim besok siang thanks,Positive
okeee,Positive
trima kasihhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,Positive
sesuai harap banget seller responsif kirim cepat keren banget tahan terima kasih,Positive
,Positive
terima sesuai pesan terima kasih,Positive
alhamduillah barang sesuai pesan,Positive
packing ancur mohon packingnya jual tarik kalo packingnya rusak,Negative
barang terima kasih fungsi sesuai real thanks fast respons,Positive
order 2pcs mati total hidup,Negative
terima kasih paket sdh terima sdh coba,Positive
barang lumayan bagus harg,Positive
sesuai deskripsi mantul,Positive
barang sesuai thank you,Positive
produk terimakasih respon cepat,Positive
lmyn mksih udh smpai bagus,Positive
good fast recommended seller,Positive
barang sesuai pesan pkoke puas,Positive
suara dasyat gelar like star thx,Positive
sesuai pesan paking rapih pesan cepat,Positive
lumayan bagus sesuai harga,Negative
mantap,Positive
kecewa barang rusak retur jual bayar ongkir,Negative
sip,Positive
alhamdulillah barang cuman kardus,Negative
barang fungsi,Positive
fungsi murah riah,Positive
respon seller muas kualitas barang sesuai harga mayan muas volume keras full,Negative
produk sesuai pesan packing bagus produk fungsi moga awet makasih,Positive
mantap produk jalan,Positive
senang prduknya paket rapi cacat recomended,Positive
ukur sesuai deskripsi micnya paket rapi,Positive
ukur sesuai foto produk senang,Positive
murah murah riah fungsi,Positive
kotak penyok kualitas barang oke thaks,Positive
puas deh barang bagus,Positive
kirim,Positive
fast respon fungsi,Positive
murah riah smoga awt tapiii kabel cmn gmbrnya kbel,Negative
warna sesuai harga sesuai kwalitasnya,Negative
fast respon bagus,Positive
mic bgt putri senang,Negative
terima kasih mic lucu,Positive
brg sesuai deskripsi bagus,Positive
produk fungsi,Positive
macet suara pecah dengar,Negative
barang selesai sesuai pesan,Negative
kecewa,Positive
barng smpai pakai buble warp ttp bungkus pakai kertas koran kalo kirim barang psti lempar2 inu rezeki barang rusak kardus ancur,Negative
brg sesuai gambar kirim cepat,Positive
produk respon cepat,Positive
lumayan bagus sesuai harga makasih fungsi,Positive
buruk pdahal situ pengirimanya nyampenya minggu,Negative
barang murah riah moga awet,Positive
suka sesuai gmbar recommend deh,Positive
suskes,Positive
mantappp best selerr banget,Positive
microphonenya bagus thanks,Positive
warna sesuai pilih listrik cas,Negative
mantap,Positive
mantp barang sdh coba hasil bgt,Positive
terimakasih bos,Positive
maaf kasih ulas barang terima bagus mic makasih,Positive
murah bagus ssuai deskirpsi rekomendasi produk,Negative
produk kirim cepat,Positive
barang terima dgn puas,Positive
barang terima dgn proses cepat,Positive
produk packaging rapi terimakasiiih,Positive
terima kasih barang terima,Positive
bagus sayang packingnya tebal thanks,Positive
harga produk sesuai harga murah lapak hibur karaoke non profesional interference speaker,Negative
murah sesuai harga fungsi normal,Positive
baguuuuuuu uusss muantaaapps,Positive
penyek boss micnya bunyi order kecewa2 tunggu dtg dolo,Positive
barang sesuai foto fast respond,Positive
,Positive
barang thanks,Positive
packing rapih barang bagus 2jempol agan jual,Positive
packing barang terima moga awet,Positive
paket diexpedisinya,Positive
judul deskripsi produk kirim sesuai,Positive
barang sesuai deskripsi cepat kirim oke makasih,Positive
barang baguus sesuain gambar skripsi harga murah barang,Positive
barang selamat kirim cepat respon jual produk sangan gampang recomended banget sdh beli puaaas terimakasih,Positive
fast respon produk sesuai pic,Positive
manatap makas bos,Positive
terima kasih,Positive
langgan mahh ajibbb dahh,Positive
lumayan pake potong kawat vape empuk pegang,Negative
mantap orderanya paking rapi seller ramah fasto response,Positive
produk deskrip poko ntap dehh jdi langgan nih,Positive
terimakasih barang terima,Positive
terimakasih barang terima,Positive
biar bintang bicara,Positive
ashiaaaaaaaaaaaaaaaaap,Positive
layan muas bintang bicara,Positive
barang kirim sesuai kirim barang hrga murah oke uang sisa,Negative
puas puas puas puas puas puas,Positive
terimakasih barsng terima,Positive
blm dbuka dcoba moga kendala,Negative
respon cepat pengirimanya cepat cma lom coba,Positive
produk sesuai deskripsi packing rapi kirim cepat respon cepat ramah recommended,Positive
sesuai deskripsi pokok puas,Positive
sesuai deskripsi packing rapi,Positive
barang sesuai deskripsi recommended,Positive
selamat sehat sentosa,Positive
biar bintang bicara,Positive
lumayan suara bassnya,Positive
barang sesuai deskripsi packing rapih cepat terimakasih tokped,Positive
sesuai deskripsi,Positive
recommend,Positive
barang terima tks,Positive
barang fungsi dgn dgn harga miring,Positive
siiiiiiiiiippppppppp,Negative
terima sesuai pesan terima kasih,Positive
bagus sesuai deskripsi charging cepet banget dibandin kabel standar mantap,Positive
bagus bagus bagus bagus bagus,Positive
barang sesuai pesan tks bonus otg card reader,Positive
trimakasih barang recomended,Positive
sesuai harap kirim cepat,Positive
bagus barang sesuai gambar,Positive
tolong kirim cek thanks,Negative
bagus harga segitu mdh kepake,Positive
thankz brang terima,Positive
thanks barang selamat tkanks,Positive
brg respon mantaf,Positive
okerio deh sesuai foto,Positive
gooooooooodddsdddssssss,Positive
respon cepat kirim cepat makas,Positive
barang cepat packing rapih barang sesuai gambar terima kasih,Positive
cepat moga langgan,Positive
thanks barang udh,Positive
klopp barang warna sesuai pesan thanks yah,Positive
kirim cepat barang bagus sesuai gambar,Positive
kirim cepat sesuai deskripsi,Positive
barang sukses slalu,Positive
fast respon sesuai pesan kasih bonus kabel thx tahan layan harga hehe,Positive
alamat nomor rumah gapapa,Positive
cepat mantap,Positive
barang sesuai pwsanan proswsnya cepat,Positive
barang terima thanks,Positive
seller responsive layan jga bagus very very recomended,Positive
kualitas akurasi bagus makasih,Positive
response cepat barang sesuai pesan terima kasih,Positive
thank you yaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Positive
paket trima lancarae jaya,Positive
barang packingnjuga plus diksh bonus thanks,Positive
kirim cepat kualitas mantap gooooddd,Positive
kualitas barang oke kirim cepat terima kasih bonus,Positive
brang smpe dngan cpt thankz,Positive
produk sesuai deskripsi warna sesuai pesan thank you,Positive
layan cepat seller jga makasih jga bonus,Positive
packing kirim rapi gurita holdernya bks plastik mantap tinggal jual makasih bos next order,Positive
barang sesuai pesan respon cepat terima kasih,Positive
packing rapih cuttingnya bagus,Positive
mantap gurita sesuai spesifikasi,Positive
bagus cepat dkirim good job,Positive
kirim cepat packing rapih barang oke dapet bonus hehehe,Positive
fast respon barang sesuai pesan kirim cepat,Positive
recommend,Positive
fungsi mesti,Positive
barang kereeen muas,Negative
sesuai order lumayan iseng,Negative
barang mmg muas cari2,Negative
terima kasih barang terima,Positive
mantap trmksh,Positive
respon cepat barang bagus good jual moga jaya truss,Positive
bagus sesuai deskripsi,Positive
order tgl oct terima tgl oct lumayan kualitas barang oke mudah awet,Negative
terima kasih barang sdh,Positive
trmksh kirim cepat packing moga barang,Positive
barang oke suara oke wort harga segitu,Negative
sesuai gambar barang sip mksh,Negative
barang bagus sesuai pesan makasih,Positive
fast respone barang fungsi sempurna,Positive
harga murah barang bagus layan cepat mantab,Positive
barang terima kualitas terimakasih,Positive
terima terimakasih,Positive
oke murmer bos,Positive
makasih barang sdh terima dgn,Positive
barang kirim brng rusak,Negative
bagus banget barang,Positive
barang terima barang sesuai pesan respon cepat paket rapi makasih,Positive
sesuai harga kualitas thanks,Positive
proses cepat gosend kirim bsknya kualitas sesuai hrg thx,Negative
bagus volume volume gantung media dipakek,Negative
top handphonetiam cepetttttt banget nyampenya,Positive
trimakasih banyaaaaaaaaakkkkkkkkkkkkk,Positive
oke,Positive
barang kosong uang thanks interaksi konsumen ganti barang kalo krn overload dgn pesan konfirmasi mah resiko jual saran lho thanks anyway,Negative
cepat speaker bagus moga tmbah maju toko,Positive
barang terima,Positive
cepaaaat mantaaaaabbb fast respon,Negative
harga speakernya lucuk,Negative
terima speakernya nyangka mungil bgt hahaha ukur suara yah pdhal udh volume tombol next prevnya pause hehehe makasiiiihh,Negative
